name,rookie_yr,birth_state
Tub Welch,1895,MO
Zeke Wilson,1895,AL
Joe Wright,1895,WI
Marty Bergen,1896,MA
Buttons Briggs,1896,NY
Buster Burrell,1896,MA
Pete Cassidy,1896,DE
Willie Clark,1896,PA
Joe Corbett,1896,CA
Harry Davis,1896,PA
Gene DeMontreville,1896,MN
Charlie Dexter,1896,IN
Ed Doheny,1896,VT
Joe Dolan,1896,KY
Red Donahue,1896,CT
Klondike Douglass,1896,PA
Chick Fraser,1896,IL
Danny Friend,1896,OH
Joe Harrington,1896,MA
Art Herman,1896,KY
Bill Hill,1896,TN
Jim Hughey,1896,MI
Billy Hulen,1896,CA
Fielder Jones,1896,PA
Harry Keener,1896,PA
Fred Klobedanz,1896,CT
Nap Lajoie,1896,RI
Billy Lush,1896,CT
Barry McCormick,1896,KY
Tom McCreery,1896,PA
Ed McFarland,1896,OH
Dan McGann,1896,KY
Doc McJames,1896,SC
Sam Mertes,1896,CA
Bert Myers,1896,MD
Dick Padden,1896,WV
Harley Payne,1896,OH
Ollie Pickering,1896,IL
Arlie Pond,1896,MA
Jim Rogers,1896,CT
Cy Seymour,1896,NY
John Shearon,1896,PA
Harvey Smith,1896,IN
Walter Thornton,1896,IL
Harry Truby,1896,PA
Doc Amole,1897,PA
Frank Bowerman,1897,MI
Jimmy Callahan,1897,IL
Percy Coleman,1897,OH
Jim Connor,1897,NY
Lou Criger,1897,IN
Bill Dammann,1897,IL
Roger Denzer,1897,MN
Davey Dunkle,1897,PA
Jack Dunn,1897,PA
Roy Evans,1897,TN
Jack Fifield,1897,NH
Phil Geier,1897,DC
Jake Gettman,1897,Russian Federation
Sam Gillen,1897,PA
Dick Harley,1897,PA
Jesse Hoffmeister,1897,OH
John Houseman,1897,Netherlands
Abbie Johnson,1897,IL
Tom Leahy,1897,CT
Ted Lewis,1897,United Kingdom
Bill Magee,1897,NB
Sport McAllister,1897,MS
Jerry Nops,1897,OH
Effie Norton,1897,OH
Jack Powell,1897,IL
Claude Ritchey,1897,PA
Aleck Smith,1897,NY
Louis Sockalexis,1897,
Chick Stahl,1897,IN
Willie Sudhoff,1897,MO
Cy Swaim,1897,OH
Jesse Tannehill,1897,KY
Honus Wagner,1897,PA
George Wheeler,1897,MA
Zeke Wrigley,1897,PA
Nick Altrock,1898,OH
Frank Chance,1898,CA
Pete Daniels,1898,Ireland
Bill Dinneen,1898,NY
Bill Donovan,1898,MA
Pete Dowling,1898,MO
Bill Duggleby,1898,NY
Elmer Flick,1898,OH
Charlie Gettig,1898,MD
Danny Green,1898,NJ
Russ Hall,1898,KY
Jay Hughes,1898,CA
Frank Isbell,1898,NY
Cowboy Jones,1898,CO
Frank Kitson,1898,MI
Billy Lauder,1898,NY
George Magoon,1898,ME
Algie McBride,1898,DC
Herm McFarland,1898,IA
Kit McKenna,1898,VA
Ralph Miller,1898,OH
Kid Nance,1898,
Wiley Piatt,1898,OH
Jimmy Sheckard,1898,PA
Heinie Smith,1898,PA
Jud Smith,1898,MI
Harry Steinfeldt,1898,MO
Suter Sullivan,1898,MD
Butts Wagner,1898,PA
Vic Willis,1898,MD
Walt Woods,1898,NH
George Yeager,1898,OH
Joe Yeager,1898,PA
Charlie Atherton,1899,NJ
Harvey Bailey,1899,MI
Shad Barry,1899,NY
Frank Bates,1899,TN
Ginger Beaumont,1899,WI
Bill Bernhard,1899,NY
Bill Carrick,1899,PA
Doc Casey,1899,MA
Jack Chesbro,1899,MA
Pearce Chiles,1899,MO
Harry Colliflower,1899,MD
Pat Crisham,1899,MA
Jack Cronin,1899,NY
Mike Donlin,1899,IL
Jim Duncan,1899,PA
Kid Elberfeld,1899,OH
Pop Foster,1899,CT
Buck Freeman,1899,PA
Charlie Frisbee,1899,IA
Emil Frisk,1899,MI
Dave Fultz,1899,VA
Ned Garvin,1899,TX
Billy Goeckel,1899,PA
Chummy Gray,1899,IN
Noodles Hahn,1899,TN
Topsy Hartsel,1899,OH
Emmet Heidrick,1899,PA
Charlie Hemphill,1899,MI
Charlie Hickman,1899,PA
Harry Howell,1899,NY
Bill Keister,1899,MD
Mike Kelley,1899,MA
Charlie Knepper,1899,IN
Tommy Leach,1899,NY
Sam Leever,1899,OH
Harry Lochhead,1899,CA
Art Madison,1899,MA
Pete McBride,1899,MA
Dan McFarlan,1899,TX
Joe McGinnity,1899,IL
Deacon Phillippe,1899,VA
Bill Phyle,1899,MN
Doc Powers,1899,MA
Ossee Schrecongost,1899,PA
Jimmy Slagle,1899,PA
Tully Sparks,1899,GA
Jack Taylor,1899,MD
Roy Thomas,1899,PA
Rube Waddell,1899,PA
Jimmy Williams,1899,MO
Harry Wolverton,1899,OH
Bob Wood,1899,OH
Jimmy Barrett,1900,MA
Bill Bradley,1900,OH
Dick Cogan,1900,NJ
Sam Crawford,1900,NE
Pat Dillard,1900,TN
Pop Dillon,1900,IL
Patsy Flaherty,1900,MO
John Ganzel,1900,MI
Mike Kahoe,1900,OH
Doc Newton,1900,IN
Togie Pittinger,1900,PA
Ed Scott,1900,OH
Sammy Strang,1900,TN
Billy Sullivan,1900,Ireland
Dummy Taylor,1900,KS
Tom Thomas,1900,OH
Harry Bay,1901,IL
Erve Beck,1901,OH
Bill Bergen,1901,MA
Curt Bernard,1901,WV
Jack Bracken,1901,OH
Kitty Bransfield,1901,MA
Roger Bresnahan,1901,OH
Fritz Buelow,1901,Germany
Jimmy Burke,1901,MO
Pete Childs,1901,PA
Joe Connor,1901,NJ
Wid Conroy,1901,PA
Bill Coughlin,1901,PA
Fred Crolius,1901,NJ
Lefty Davis,1901,TN
John Dobbs,1901,TN
Mal Eason,1901,PA
John Farrell,1901,NY
Hobe Ferris,1901,United Kingdom
Bill Fox,1901,MA
Bill Friel,1901,PA
Frank Gatins,1901,PA
Dale Gear,1901,KS
Billy Gilbert,1901,MD
Bill Hallman,1901,PA
Jack Harper,1901,PA
Jimmy Hart,1901,NC
Zaza Harvey,1901,CA
Jack Hayden,1901,PA
Tom Hughes,1901,IL
Bert Husting,1901,WI
Fred Jacklitsch,1901,NY
Jim Jackson,1901,PA
Jack Katoll,1901,Germany
Johnny Kling,1901,MO
Otto Krueger,1901,IL
Watty Lee,1901,VA
Billy Maloney,1901,ME
Christy Mathewson,1901,PA
Matty McIntyre,1901,CT
Harry McNeal,1901,OH
Roscoe Miller,1901,IN
Fred Mitchell,1901,MA
Earl Moore,1901,OH
Pat Moran,1901,MA
Ed Murphy,1901,NY
Frank Murphy,1901,NY
Art Nichols,1901,NH
Frank Owen,1901,MI
Freddy Parent,1901,ME
Casey Patten,1901,NY
Roy Patterson,1901,WI
Eddie Plank,1901,PA
Ed Poole,1901,OH
Fred Raymer,1901,KS
Bill Reidy,1901,OH
Socks Seybold,1901,OH
Al Shaw,1901,United Kingdom
Ed Siever,1901,KS
John Skopec,1901,IL
Archie Stimmel,1901,MD
Jack Sutthoff,1901,OH
Happy Townsend,1901,DE
Irv Waldron,1901,NY
Doc White,1901,DC
Snake Wiltse,1901,NY
George Winter,1901,PA
Harry Arndt,1902,IN
George Barclay,1902,PA
Joe Bean,1902,MA
Harry Bemis,1902,NH
Roy Brashear,1902,OH
George Browne,1902,VA
Ike Butler,1902,MI
Pat Carney,1902,MA
Lou Castro,1902,
Bunk Congalton,1902,Canada
Ernie Courtney,1902,IA
Clarence Currie,1902,Canada
Jiggs Donahue,1902,IL
Red Dooin,1902,OH
Patsy Dougherty,1902,NY
Lew Drill,1902,MN
Bob Ewing,1902,OH
Tim Flood,1902,MO
Harry Gleason,1902,NJ
John Gochnaur,1902,PA
Ed Gremminger,1902,OH
Dad Hale,1902,MI
Hughie Hearne,1902,NY
Crese Heismann,1902,OH
Rudy Hulswitt,1902,KY
Ham Iburg,1902,CA
Davy Jones,1902,WI
Jim Jones,1902,KY
Tom Jones,1902,PA
Addie Joss,1902,WI
Henry Krug,1902,CA
Bob Lawson,1902,VA
Carl Lundgren,1902,IL
Gene McCann,1902,MD
Arch McCarthy,1902,MI
Barney McFadden,1902,PA
Dusty Miller,1902,PA
George Mullin,1902,OH
Danny Murphy,1902,NY
Alex Pearson,1902,PA
Bill Popp,1902,MO
George Prentiss,1902,DE
Bob Rhoads,1902,OH
Germany Schaefer,1902,IL
Charlie Shields,1902,TN
Harry Smith,1902,IN
Homer Smoot,1902,MD
Farmer Steelman,1902,NJ
Oscar Streit,1902,AL
Henry Thielman,1902,MN
Joe Tinker,1902,KS
Cy Vorhees,1902,OH
Bob Wicker,1902,IN
Art Williams,1902,MA
Pop Williams,1902,ME
Highball Wilson,1902,PA
Gene Wright,1902,NY
Stan Yerkes,1902,PA
Ed Abbaticchio,1903,PA
Fred Abbott,1903,OH
Chub Aubrey,1903,
Charlie Babb,1903,OR
Chief Bender,1903,MN
Monte Beville,1903,IN
Dave Brain,1903,United Kingdom
Mordecai Brown,1903,IN
Charlie Carr,1903,PA
Andy Coakley,1903,RI
John Deering,1903,MA
Gus Dorner,1903,PA
Jack Dunleavy,1903,NJ
Johnny Evers,1903,NY
Cy Falkenberg,1903,IL
Doc Gessler,1903,PA
Norwood Gibson,1903,IL
Jim Hackett,1903,IL
Jack Hendricks,1903,IL
Weldon Henley,1903,GA
Hunter Hill,1903,TX
Danny Hoffman,1903,CT
Oscar Jones,1903,MO
Dutch Jordan,1903,PA
Ed Killian,1903,WI
Rube Kisinger,1903,MI
Joe Martin,1903,PA
Judge McCredie,1903,
Chappie McFarland,1903,MA
Jack McFetridge,1903,PA
Warren McLaughlin,1903,NJ
Charles Moran,1903,DC
Ed Phelps,1903,NY
Lew Ritter,1903,PA
Rabbit Robinson,1903,WV
Frank Roth,1903,IL
Henry Schmidt,1903,TX
Jimmy Sebring,1903,PA
Jack Slattery,1903,MA
Joe Stanley,1903,NJ
Jesse Stovall,1903,MO
Lee Tannehill,1903,KY
Jack Thoney,1903,KY
John Titus,1903,PA
Bucky Veil,1903,PA
Jake Weimer,1903,IA
Kaiser Wilhelm,1903,OH
Otto Williams,1903,NJ
Barney Wolfe,1903,PA
Red Ames,1904,OH
Rip Cannell,1904,ME
Fred Carisch,1904,WI
Charlie Case,1904,OH
Joe Cassidy,1904,NY
Walter Clarkson,1904,MA
Frank Corridon,1904,RI
Jim Delahanty,1904,OH
Art Devlin,1904,DC
She Donahue,1904,NY
Gus Dundon,1904,OH
Claude Elliott,1904,WI
Tom Fisher,1904,IN
Fred Glade,1904,IA
Bob Hall,1904,MD
Otto Hess,1904,Switzerland
Frank Huelsman,1904,MO
Miller Huggins,1904,OH
Pat Hynes,1904,MO
Beany Jacobson,1904,WI
Win Kellum,1904,Canada
Red Kleinow,1904,WI
Harry Lumley,1904,PA
Johnny Lush,1904,PA
Mike Lynch,1904,MN
Sherry Magee,1904,PA
Mike McCormack,1904,NJ
Moose McCormick,1904,PA
Ed McNichol,1904,OH
John McPherson,1904,PA
Billy Milligan,1904,NY
Cy Morgan,1904,OH
Jim Mullen,1904,
Tom Needham,1904,Ireland
Fred Odwell,1904,NY
Champ Osteen,1904,NC
Barney Pelty,1904,MO
Ambrose Puttmann,1904,OH
Doc Reisling,1904,OH
Chick Robitaille,1904,NY
War Sanders,1904,TN
Doc Scanlan,1904,NY
Admiral Schlei,1904,OH
Spike Shannon,1904,PA
Danny Shay,1904,OH
Frank Smith,1904,Canada
Jake Stahl,1904,IL
George Stovall,1904,MO
Terry Turner,1904,PA
Tom Walker,1904,PA
Ed Walsh,1904,PA
Hooks Wiltse,1904,NY
Sam Woodruff,1904,OH
Dave Zearfoss,1904,NY
Rick Adams,1905,TX
Emil Batch,1905,NY
Al Bridwell,1905,OH
Buster Brown,1905,IA
Jim Buchanan,1905,VA
Ralph Caldwell,1905,PA
Hal Chase,1905,CA
Charlie Chech,1905,WI
Bill Clancy,1905,NY
Josh Clarke,1905,MA
Otis Clymer,1905,PA
Ty Cobb,1905,GA
Mickey Doolin,1905,
Jack Doscher,1905,NY
Wish Egan,1905,MI
George Gibson,1905,Canada
Moose Grimshaw,1905,
Ed Hahn,1905,OH
Dick Harley,1905,PA
Mike Heydon,1905,MO
Homer Hillebrand,1905,IL
Solly Hofman,1905,MO
Bill Hogg,1905,MI
Del Howard,1905,IL
Charlie Jones,1905,NC
Nick Kahl,1905,IL
Harry Kane,1905,AR
John Knight,1905,Canada
Punch Knoll,1905,IN
Ben Koehler,1905,Germany
Bill Lauterborn,1905,NY
Lefty Leifield,1905,IL
Phil Lewis,1905,PA
Chris Lindsay,1905,PA
Bris Lord,1905,PA
Charlie Malay,1905,NY
George McBride,1905,WI
Harry McIntire,1905,OH
Rabbit Nill,1905,IN
Orval Overall,1905,CA
Red Owens,1905,PA
Ed Reulbach,1905,MI
Ike Rockenfield,1905,NE
George Rohe,1905,OH
Frank Schulte,1905,NY
Bud Sharpe,1905,PA
George Stone,1905,IA
Gabby Street,1905,AL
Elmer Stricklett,1905,KS
Jake Thielman,1905,MN
Bob Unglaub,1905,MD
Rube Vinson,1905,DE
Art Weaver,1905,KS
Irv Young,1905,ME
Whitey Alpermann,1906,PA
Dave Altizer,1906,IL
Charlie Armbruster,1906,OH
Harry Armbruster,1906,OH
Jap Barbeau,1906,NY
Ed Barry,1906,WI
Johnny Bates,1906,OH
Fred Beebe,1906,NE
Pug Bennett,1906,NE
Art Brouthers,1906,AL
Sam Brown,1906,PA
Al Burch,1906,NY
Howie Camnitz,1906,KY
Nig Clarke,1906,Canada
Jack Coombs,1906,IA
Forrest Crawford,1906,TX
Snake Deal,1906,PA
Frank Delahanty,1906,OH
Jerry Donovan,1906,PA
Tom Doran,1906,NY
Carl Druhot,1906,OH
Jimmy Dygert,1906,NY
Harry Eells,1906,IA
John Eubank,1906,IN
Cecil Ferguson,1906,
Bob Ganley,1906,MA
Ralph Glaze,1906,CO
John Godwin,1906,OH
Charley Hall,1906,IL
Joe Harris,1906,MA
Roy Hartzell,1906,CO
Jack Himes,1906,OH
Art Hoelskoetter,1906,MO
Jack Hoey,1906,MA
John Hummel,1906,PA
Tim Jordan,1906,NY
Frank Jude,1906,MN
Ed Karger,1906,TX
Frank LaPorte,1906,OH
Louis LeRoy,1906,WI
Vive Lindaman,1906,IA
Paddy Livingston,1906,OH
Hans Lobert,1906,DE
Doc Marshall,1906,PA
Larry McLean,1906,Canada
Dutch Meier,1906,MO
Red Morgan,1906,IA
George Moriarty,1906,MA
Red Murray,1906,PA
Joe Nealon,1906,
Harry Niles,1906,MI
Pete Noonan,1906,MA
Rube Oldring,1906,NY
Jim Pastorius,1906,PA
Fred Payne,1906,NY
Jack Pfiester,1906,OH
Tommy Raub,1906,PA
Lew Richie,1906,PA
Branch Rickey,1906,OH
Claude Rossman,1906,NY
Larry Schlafly,1906,OH
Boss Schmidt,1906,AR
Paul Sentell,1906,LA
Tommy Sheehan,1906,CA
Charlie Smith,1906,NY
Ed Smith,1906,RI
Tubby Spencer,1906,PA
Allie Strobel,1906,MA
Len Swormstedt,1906,OH
Gus Thompson,1906,IA
Howard Wakefield,1906,OH
Jimmy Wiggs,1906,Norway
Goat Anderson,1907,OH
Jack Barnett,1907,FL
Bill Bartley,1907,OH
George Bell,1907,NY
Heinie Berger,1907,IL
Joe Birmingham,1907,NY
Cliff Blankenship,1907,GA
Jake Boultes,1907,MO
Fred Burchell,1907,NJ
Frank Burke,1907,PA
Bobby Byrne,1907,MO
Red Downs,1907,IA
Larry Doyle,1907,IL
Bill Essick,1907,IL
Lou Fiene,1907,IA
Art Fromme,1907,IL
Hank Gehring,1907,
Oscar Graham,1907,NE
Eddie Grant,1907,MA
Jack Hannifin,1907,MA
Bill Hinchman,1907,PA
Roy Hitt,1907,NE
Ed Holly,1907,IL
Walter Johnson,1907,KS
John Kane,1907,IL
Bobby Keefe,1907,CA
John Kelly,1907,NJ
Otto Knabe,1907,PA
Ed Konetchy,1907,WI
Art Kruger,1907,TX
Glenn Liebhardt,1907,IN
Nick Maddox,1907,MD
Del Mason,1907,NY
Stoney McGlynn,1907,PA
Clyde Milan,1907,TN
Mike Mitchell,1907,OH
Lew Moren,1907,PA
Mike Mowrey,1907,PA
Tacks Neuer,1907,
Simon Nicholls,1907,MD
Frank Oberlin,1907,MI
Fred Osborn,1907,AB
Nig Perrine,1907,WI
Bob Peterson,1907,PA
Tex Pruiett,1907,IN
Lee Quillin,1907,MN
Newt Randall,1907,Canada
Bugs Raymond,1907,IL
Nap Rucker,1907,GA
Bill Shipke,1907,MO
Fred Smith,1907,Canada
Tony Smith,1907,Canada
Jim Stephens,1907,OH
Alan Storke,1907,NY
Denny Sullivan,1907,MA
Bill Sweeney,1907,PA
Ira Thomas,1907,NY
Rube Vickers,1907,MI
Heinie Wagner,1907,NY
Ed Willett,1907,VA
Frank Arellanes,1908,CA
Jake Atz,1908,DC
Bill Bailey,1908,AR
Neal Ball,1908,MI
Jack Barry,1908,CT
Beals Becker,1908,KS
Walter Blair,1908,PA
Jack Bliss,1908,WA
Bill Burns,1908,TX
Billy Campbell,1908,PA
Bill Carrigan,1908,PA
Nick Carter,1908,VA
Eli Cates,1908,IN
Bill Chappelle,1908,NY
Chappy Charles,1908,NJ
Eddie Cicotte,1908,MI
Eddie Collins,1908,NY
Harry Coveleski,1908,PA
Doc Crandall,1908,IN
Gavvy Cravath,1908,CA
Joe Delahanty,1908,OH
Jean Dubuc,1908,VT
Bill Foxen,1908,NJ
Jerry Freeman,1908,CA
Wilbur Good,1908,PA
Peaches Graham,1908,IL
Bill Grahame,1908,MI
Buck Herzog,1908,MD
Irv Higginbotham,1908,NE
Jim Kane,1908,PA
Burt Keeley,1908,IL
Rube Kroh,1908,NY
Joe Lake,1908,NY
Harry Lord,1908,ME
Bill Ludwig,1908,KY
Rube Manning,1908,PA
Moxie Manuel,1908,IL
Tom McCarthy,1908,MA
Amby McConnell,1908,VT
Irish McIlveen,1908,United Kingdom
Tommy McMillan,1908,PA
George McQuillan,1908,NY
Danny Moeller,1908,IA
Dode Paskert,1908,OH
Harry Pattee,1908,MA
George Perring,1908,WI
Charlie Rhodes,1908,KS
Jack Rowan,1908,PA
Slim Sallee,1908,OH
Biff Schlitzer,1908,NY
Al Schweitzer,1908,OH
Al Shaw,1908,United Kingdom
Syd Smith,1908,SC
Bob Spade,1908,OH
Tris Speaker,1908,TX
Charlie Starr,1908,OH
Elmer Steele,1908,NY
Ed Summers,1908,IN
Harry Swacina,1908,MO
Tom Tuckey,1908,MA
Chief Wilson,1908,TX
Roy Witherup,1908,PA
Harley Young,1908,IN
Harry Ables,1909,TX
Bill Abstein,1909,MO
Babe Adams,1909,IN
Jimmy Archer,1909,Ireland
Jimmy Austin,1909,United Kingdom
Chick Autry,1909,TN
Les Backman,1909,OH
Fred Beck,1909,NY
Bob Bescher,1909,OH
Chick Brandom,1909,KS
Lew Brockett,1909,IL
Donie Bush,1909,IN
Wally Clement,1909,ME
Jack Coffey,1909,NY
Willis Cole,1909,WI
Ray Collins,1909,VT
Birdie Cree,1909,PA
Dode Criss,1909,MS
Cliff Curtis,1909,OH
Pep Deininger,1909,Germany
Ray Demmitt,1909,IL
Pat Donahue,1909,OH
Tom Downey,1909,ME
Ted Easterly,1909,NE
Dick Egan,1909,OR
Rube Ellis,1909,CA
Clyde Engle,1909,OH
Steve Evans,1909,OH
Charlie French,1909,IN
Sam Frock,1909,MD
Earle Gardner,1909,IL
Harry Gaspar,1909,IA
Gus Getz,1909,PA
Dolly Gray,1909,MI
Art Griggs,1909,KS
Bob Groom,1909,IL
Rip Hagerman,1909,KS
Bob Harmon,1909,MO
Heinie Heitmuller,1909,CA
Eddie Higgins,1909,IL
Dick Hoblitzell,1909,WV
Harry Hooper,1909,CA
Tom Hughes,1909,IL
George Hunter,1909,NY
Red Killefer,1909,MI
Harry Krause,1909,CA
Jul Kustus,1909,MI
Jack Lelivelt,1909,Netherlands
Ed Lennox,1909,NJ
Rube Marquard,1909,OH
Al Mattern,1909,NY
Jack McAleese,1909,PA
Pryor McElveen,1909,GA
Steve Melter,1909,IA
Fred Merkle,1909,WI
Chief Meyers,1909,CA
Dots Miller,1909,NY
Ward Miller,1909,PA
Forrest More,1909,IN
Rebel Oakes,1909,LA
Fred Olmstead,1909,MI
Yip Owens,1909,
Larry Pape,1909,OH
Billy Purtell,1909,OH
Jack Quinn,1909,Slovakia
John Raleigh,1909,WI
Jack Ryan,1909,MA
Jim Scott,1909,SD
Dave Shean,1909,MA
Kid Speer,1909,MO
Oscar Stanage,1909,CA
Fred Stem,1909,NC
George Suggs,1909,NC
Harry Suter,1909,MO
Ed Sweeney,1909,
Joe Ward,1909,PA
Jack Warhop,1909,WV
Kirby White,1909,OH
Pete Wilson,1909,MA
Harry Wolter,1909,CA
Ralph Works,1909,IL
Heinie Zimmerman,1909,NY
Tommy Atkins,1910,NE
Cy Barger,1910,KY
Heinie Beckendorf,1910,NY
Lena Blackburne,1910,PA
Bruno Block,1910,WI
Ad Brennan,1910,KS
Billy Burke,1910,OH
Vin Campbell,1910,MO
Tommy Clarke,1910,NY
King Cole,1910,IA
Bill Collins,1910,Ireland
Shano Collins,1910,MA
Jack Dalton,1910,TN
Bert Daniels,1910,IL
Jake Daubert,1910,PA
Bill Davidson,1910,IN
Rube Dessau,1910,PA
Josh Devore,1910,OH
Louis Drucke,1910,TX
Tex Erwin,1910,TX
Chick Evans,1910,VT
Harry Fanwell,1910,MD
Ray Fisher,1910,VT
Art Fletcher,1910,IL
John Flynn,1910,RI
Russ Ford,1910,Canada
Chick Gandil,1910,MN
Larry Gardner,1910,VT
Jack Gilligan,1910,IL
Jack Graney,1910,Canada
Spec Harkness,1910,CA
Arnold Hauser,1910,IL
Ham Hyatt,1910,NC
George Kahler,1910,OH
Bill Killefer,1910,MI
Ed Kinsella,1910,IL
Elmer Knetzer,1910,PA
Elmer Koestner,1910,IL
Grover Land,1910,KY
Frank Lange,1910,WI
Jack Lapp,1910,PA
Duffy Lewis,1910,CA
Fred Link,1910,OH
Fred Luderus,1910,WI
Alex Malloy,1910,NC
Bill McKechnie,1910,PA
Paul Meloan,1910,MO
Bobby Messenger,1910,ME
Doc Miller,1910,NY
Roy Mitchell,1910,TX
Willie Mitchell,1910,MS
Herbie Moran,1910,PA
Jim Moroney,1910,MA
Red Nelson,1910,OH
Pat Newnam,1910,TX
Bill Otey,1910,OH
Hub Pernoll,1910,OR
Bill Powell,1910,WV
Bill Rariden,1910,IN
Farmer Ray,1910,CO
Roxey Roach,1910,PA
Lou Schettler,1910,PA
Fred Snodgrass,1910,CA
Eddie Stack,1910,IL
Dolly Stark,1910,MS
Bill Steele,1910,PA
Sailor Stroud,1910,NJ
Frank Truesdale,1910,MO
Hippo Vaughn,1910,TX
Dixie Walker,1910,PA
Jimmy Walsh,1910,OH
Zack Wheat,1910,MO
Elmer Zacher,1910,NY
Rollie Zeider,1910,IN
Eddie Ainsmith,1911,Russian Federation
Pete Alexander,1911,NE
Jesse Baker,1911,WA
Charlie Becker,1911,DC
Rube Benton,1911,NC
Joe Benz,1911,IN
John Black,1911,KY
Fred Blanding,1911,CA
Ping Bodie,1911,CA
Ray Boyd,1911,IN
Sandy Burk,1911,OH
Hank Butcher,1911,IL
Ray Caldwell,1911,PA
Max Carey,1911,IN
Carl Cashion,1911,NC
George Chalmers,1911,United Kingdom
Roy Corhan,1911,IN
Bob Coulson,1911,PA
Tex Covington,1911,TN
Bill Cunningham,1911,NY
Eddie Dent,1911,MD
Jim Doyle,1911,MI
Delos Drake,1911,OH
Jimmy Esmond,1911,NY
Jack Ferry,1911,MA
Gus Fisher,1911,TX
Del Gainer,1911,WV
Lefty George,1911,PA
Rube Geyer,1911,PA
Roy Golden,1911,OH
Vean Gregg,1911,WA
Hank Griffin,1911,TX
Ed Hallinan,1911,CA
Earl Hamilton,1911,IL
Claude Hendrix,1911,KS
John Henry,1911,MA
Willie Hogan,1911,CA
Ben Houser,1911,PA
Joe Hovlik,1911,Austria
Bert Humphries,1911,PA
Newt Hunter,1911,OH
Scotty Ingerton,1911,OH
George Jackson,1911,MO
Bill James,1911,MI
Otis Johnson,1911,IN
Al Kaiser,1911,OH
Jack Killilay,1911,KS
Gene Krapp,1911,NY
Ed Lafitte,1911,LA
Jack Lively,1911,AL
Grover Lowdermilk,1911,IN
Lou Lowdermilk,1911,IN
Bunny Madden,1911,MA
Armando Marsans,1911,Cuba
Bert Maxwell,1911,AR
Alex McCarthy,1911,IL
Ed McDonald,1911,IL
Stuffy McInnis,1911,MA
Walter Moser,1911,NC
Charlie Mullen,1911,WA
Jim Murray,1911,TX
Judge Nagle,1911,CA
Hub Northen,1911,TX
Les Nunamaker,1911,NE
Ivy Olson,1911,MO
Jiggs Parson,1911,SD
Hub Perdue,1911,TN
Pat Ragan,1911,MO
Reggie Richter,1911,Germany
Joe Riggert,1911,WI
Vic Saier,1911,MI
Bill Schardt,1911,OH
Fred Sherry,1911,PA
Burt Shotton,1911,OH
Mike Simon,1911,IN
Wally Smith,1911,PA
Harry Spratt,1911,VA
Amos Strunk,1911,PA
Fred Toney,1911,TN
Bert Tooley,1911,MI
Lefty Tyler,1911,NH
Tillie Walker,1911,TN
Orlie Weaver,1911,KY
Hi West,1911,IL
Rip Williams,1911,IL
Art Wilson,1911,IL
Steve Yerkes,1911,PA
Eddie Zimmerman,1911,NJ
Frank Allen,1912,AL
Mack Allison,1912,KY
Rafael Almeida,1912,Cuba
Jim Baskette,1912,TN
Paddy Baumann,1912,IN
George Baumgardner,1912,WV
Hugh Bedient,1912,NY
Hugh Bradley,1912,MA
Boardwalk Brown,1912,NJ
Curly Brown,1912,KS
Elmer Brown,1912,IN
Art Butler,1912,MA
Hick Cady,1912,IL
Larry Cheney,1912,KS
Pete Compton,1912,TX
Red Corriden,1912,IN
Roy Crabb,1912,IA
George Cutshaw,1912,IL
Gene Dale,1912,MO
Jud Daley,1912,CT
Dave Danforth,1912,TX
Iron Davis,1912,PA
Charlie Deal,1912,PA
Claud Derrick,1912,GA
Walt Dickson,1912,TX
Cozy Dolan,1912,MA
Ed Donnelly,1912,NY
Ben Egan,1912,NY
Joe Engel,1912,DC
Bob Fisher,1912,TN
Eddie Foster,1912,TN
John Frill,1912,PA
Hank Gowdy,1912,OH
Dan Griner,1912,TN
Olaf Henriksen,1912,Denmark
Brad Hogg,1912,GA
Byron Houck,1912,MN
Doc Johnston,1912,TN
Billy Kelly,1912,NY
Maury Kent,1912,IA
Jay Kirke,1912,NY
Paul Krichell,1912,France
Walt Kuhn,1912,CA
Joe Kutina,1912,IL
Jimmy Lavender,1912,GA
Baldy Louden,1912,PA
Lee Magee,1912,OH
Harl Maggert,1912,IN
Jack Martin,1912,NJ
Wally Mattick,1912,MO
George McConnell,1912,TN
Tex McDonald,1912,TX
Bill McTigue,1912,TN
Otto Miller,1912,NE
George Mogridge,1912,NY
Ray Morgan,1912,MD
Eddie Murphy,1912,NY
Del Paddock,1912,SD
Roger Peckinpaugh,1912,OH
Rube Peters,1912,IL
Art Phelan,1912,IL
Del Pratt,1912,SC
Morrie Rath,1912,TX
Eppa Rixey,1912,VA
Hank Robinson,1912,AR
Lefty Russell,1912,MD
Buddy Ryan,1912,CO
Tom Seaton,1912,NE
Hank Severeid,1912,IA
Tillie Shafer,1912,CA
Howie Shanks,1912,IL
Toots Shultz,1912,PA
Hack Simmons,1912,NY
Red Smith,1912,KY
Bill Steen,1912,PA
Dutch Sterrett,1912,PA
Jeff Tesreau,1912,MO
Ossie Vitt,1912,CA
Buck Weaver,1912,PA
Gus Williams,1912,NY
Joe Willis,1912,OH
Ivey Wingo,1912,GA
Gene Woodburn,1912,OH
Earl Yingling,1912,OH
Guy Zinn,1912,WV
Willie Adams,1913,PA
Sam Agnew,1913,MO
Walt Alexander,1913,GA
Fred Anderson,1913,NC
Mike Balenti,1913,OK
Joe Berger,1913,MO
